,nr cam,mp,parter,et1-2,et3+,etaj max,typ_decom,bloc nou,Price/Surface,Price,WebPage
4613,2,73,0,0,1,4,1,1,1080.14,78850,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-X3B21002G?lista=2349706&listing=1
4614,3,72,1,0,0,0,0,1,2000,144000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-3-camere-X17L101AV?lista=2349706&listing=1
4615,2,50,0,0,1,4,1,1,1980,99000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/barbu-vacarescu/apartament-de-vanzare-sau-de-inchiriat-2-camere-XAUU0000F?lista=2349706&listing=1
4616,3,88.41,0,0,1,11,0,0,5142.26,454627,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/vitan-barzesti/apartament-de-vanzare-3-camere-X4MI0000E?lista=2349706&listing=1
4617,2,58,0,0,1,6,0,1,1844.83,107000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancului/apartament-de-vanzare-2-camere-XV0J00HFN?lista=2349706&listing=1
4618,2,65,0,0,1,6,0,0,1829.23,118900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tineretului/apartament-de-vanzare-2-camere-X61F0007V?lista=2349706&listing=1
4619,1,43.6,0,0,1,5,1,1,1107.8,48300,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/1-decembrie-1918/garsoniera-de-vanzare-X9LO1001D?lista=2349706&listing=1
4620,4,78,0,0,1,8,0,0,1075.64,83900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/titan/apartament-de-vanzare-4-camere-X3FA1007G?lista=2349706&listing=1
4621,3,73,0,1,0,1,0,1,1753.41,127999,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/calea-calarasilor/apartament-de-vanzare-3-camere-XV0J00QFF?lista=2349706&listing=1
4622,2,62,0,0,1,6,1,1,2225.81,138000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancului/apartament-de-vanzare-2-camere-X4VB0002J?lista=2349706&listing=1
4623,3,97,0,0,1,10,1,0,1783.51,173000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/barbu-vacarescu/apartament-de-vanzare-3-camere-X86A0000E?lista=2349706&listing=1
4624,2,46,0,0,1,3,0,0,1228.26,56500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/universitate/apartament-de-vanzare-2-camere-X8580014R?lista=2349706&listing=1
4625,2,54.05,0,0,1,4,1,1,1146.16,61950,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-2-camere-X9LO10042?lista=2349706&listing=1
4626,3,67.29,0,0,1,3,0,1,1902.21,128000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/floreasca/apartament-de-vanzare-3-camere-X658100AH?lista=2349706&listing=1
4627,4,127,0,0,1,5,1,0,771.65,98000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/gara-de-nord/apartament-de-vanzare-4-camere-X1FP10037?lista=2349706&listing=1
4628,2,51,0,0,1,8,0,0,2254.9,115000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tineretului/apartament-de-vanzare-2-camere-X82L00069?lista=2349706&listing=1
4629,3,80,0,0,1,5,0,1,2062.5,165000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/stefan-cel-mare/apartament-de-vanzare-3-camere-XA5P0000D?lista=2349706&listing=1
4630,3,68,0,0,1,9,0,0,1088.24,74000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/titan/apartament-de-vanzare-3-camere-X17L100T0?lista=2349706&listing=1
4631,1,31,0,0,1,10,1,0,1258.06,39000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/teiul-doamnei/garsoniera-de-vanzare-XV0J00RB3?lista=2349706&listing=1
4632,3,72,0,0,1,10,1,1,1004.17,72300,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-3-camere-XA2Q0000K?lista=2349706&listing=1
4633,3,100,0,0,1,3,1,0,1380,138000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/bucurestii-noi/apartament-de-vanzare-3-camere-X17L100UC?lista=2349706&listing=1
4634,2,53,0,0,1,7,0,0,1188.68,63000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/camil-ressu/apartament-de-vanzare-2-camere-X3T6000EE?lista=2349706&listing=1
4635,4,142,0,1,0,2,0,0,1161.27,164900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/universitate/apartament-de-vanzare-4-camere-X74C00016?lista=2349706&listing=1
4636,3,82,0,1,0,1,0,0,1817.07,149000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/romana/apartament-de-vanzare-3-camere-XV0J00RSN?lista=2349706&listing=1
4637,2,58,0,0,1,10,1,0,1344.83,78000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dristor/apartament-de-vanzare-2-camere-X7CI00064?lista=2349706&listing=1
4638,2,59,1,0,0,0,1,1,1406.78,83000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/lujerului/apartament-de-vanzare-2-camere-X17L100J1?lista=2349706&listing=1
4639,2,43,1,0,0,0,1,0,1813.95,78000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/floreasca/apartament-de-vanzare-2-camere-X9MJ0003F?lista=2349706&listing=1
4640,3,117,0,0,1,6,1,0,2042.74,239000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-3-camere-X3HJ105E6?lista=2349706&listing=1
4641,3,65,0,1,0,1,0,0,1076.92,70000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-3-camere-X7CD0001N?lista=2349706&listing=1
4642,2,46.52,0,1,0,2,1,0,2125.97,98900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/floreasca/apartament-de-vanzare-2-camere-X7991002B?lista=2349706&listing=1
4643,2,63,0,1,0,2,1,0,2460.32,155000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/libertatii/apartament-de-vanzare-2-camere-X5SO0000Q?lista=2349706&listing=1
4644,2,50,0,0,1,3,0,0,2400,120000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/floreasca/apartament-de-vanzare-2-camere-XA8S10134?lista=2349706&listing=1
4645,1,28,0,0,1,8,0,1,946.43,26500,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/militari/garsoniera-de-vanzare-XBO800003?lista=2349706&listing=1
4646,2,66.06,0,0,1,3,1,1,1997.73,131970,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancului/apartament-de-vanzare-2-camere-XC2G0000B?lista=2349706&listing=1
4647,2,65.4,0,0,1,4,0,1,2729.36,178500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/floreasca/apartament-de-vanzare-2-camere-X65810013?lista=2349706&listing=1
4648,1,37,0,0,1,4,1,1,1051.35,38900,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/rahova/garsoniera-de-vanzare-XC5100009?lista=2349706&listing=1
4649,2,64,0,1,0,2,1,1,1578.12,101000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/mosilor/apartament-de-vanzare-2-camere-X7QH0006O?lista=2349706&listing=1
4650,3,77,0,1,0,1,1,1,2064.94,159000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/regie/apartament-de-vanzare-3-camere-XANO100ME?lista=2349706&listing=1
4651,3,75,0,0,1,4,1,0,826.67,62000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/rahova/apartament-de-vanzare-3-camere-XV0F00EN3?lista=2349706&listing=1
4652,2,55,0,0,1,5,0,1,2470.91,135900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/barbu-vacarescu/apartament-de-vanzare-2-camere-XBSP1004N?lista=2349706&listing=1
4653,2,60,0,1,0,2,1,1,1191.67,71500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/theodor-pallady/apartament-de-vanzare-2-camere-X53U0000S?lista=2349706&listing=1
4654,3,78,0,1,0,2,1,1,1794.87,140000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-mai/apartament-de-vanzare-3-camere-XBSP1004Q?lista=2349706&listing=1
4655,3,154,0,0,1,10,1,1,1357.14,209000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/cotroceni/apartament-de-vanzare-3-camere-X62G00018?lista=2349706&listing=1
4656,2,45,0,1,0,2,1,1,1000,45000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X53U0007P?lista=2349706&listing=1
4657,5,135,0,0,1,5,1,1,2962.96,400000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/parcul-carol/apartament-de-vanzare-5-camere-X9I61014S?lista=2349706&listing=1
4658,2,58.31,0,1,0,2,1,1,2592.47,151167,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-2-camere-X5QB1003M?lista=2349706&listing=1
4659,1,33,1,0,0,0,1,1,696.97,23000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/uverturii/garsoniera-de-vanzare-XAU700004?lista=2349706&listing=1
4660,3,67,1,0,0,0,0,0,1477.61,99000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/obor/apartament-de-vanzare-3-camere-XV0J00GA3?lista=2349706&listing=1
4661,2,60,0,0,1,6,1,0,1208.33,72500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/doamna-ghica/apartament-de-vanzare-2-camere-X7CD00018?lista=2349706&listing=1
4662,2,58,0,0,1,5,1,1,894.83,51900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/prelungirea-ghencea/apartament-de-vanzare-2-camere-X9PA000M7?lista=2349706&listing=1
4663,4,150,0,1,0,2,1,0,3866.67,580000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/nordului/apartament-de-vanzare-4-camere-X5QB100R2?lista=2349706&listing=1
4664,2,54,0,0,1,5,1,0,1387.04,74900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dristor/apartament-de-vanzare-2-camere-X8TO1002C?lista=2349706&listing=1
4665,3,67,0,0,1,4,1,0,1097.01,73500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-3-camere-X79O10002?lista=2349706&listing=1
4666,4,120,0,0,1,7,0,0,1458.33,175000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dacia/apartament-de-vanzare-4-camere-XBHG1000I?lista=2349706&listing=1
4667,2,74,0,1,0,1,0,0,1020.27,75500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/turda/apartament-de-vanzare-2-camere-X3A700049?lista=2349706&listing=1
4668,3,70,0,0,1,3,0,0,1042.86,73000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/rahova/apartament-de-vanzare-3-camere-XV0K0028R?lista=2349706&listing=1
4669,3,62,0,0,1,8,0,0,1329.03,82400,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baba-novac/apartament-de-vanzare-3-camere-X8F010037?lista=2349706&listing=1
4670,2,51,0,0,1,3,0,0,1333.33,68000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/titan/apartament-de-vanzare-2-camere-X8TO10027?lista=2349706&listing=1
4671,3,112,0,1,0,2,0,1,3500,392000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-mai/penthouse-de-vanzare-3-camere-X9TB0000K?lista=2349706&listing=1
4672,2,70,0,1,0,1,1,0,1928.57,135000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/foisorul-de-foc/apartament-de-vanzare-sau-de-inchiriat-2-camere-XBRG10008?lista=2349706&listing=1
4673,2,65,1,0,0,0,1,0,1661.54,108000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/stefan-cel-mare/apartament-de-vanzare-2-camere-X9IT0005K?lista=2349706&listing=1
4674,2,63,0,0,1,3,1,1,1046.03,65900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/lacul-morii/apartament-de-vanzare-2-camere-X7IB0000F?lista=2349706&listing=1
4675,2,53.1,0,1,0,1,1,1,1018.08,54060,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-2-camere-X9PU100GP?lista=2349706&listing=1
4676,1,35,0,0,1,5,1,1,1785.71,62500,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/lujerului/garsoniera-de-vanzare-XBK50002I?lista=2349706&listing=1
4677,2,85,0,1,0,2,0,0,2776.47,236000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aviatorilor/apartament-de-vanzare-2-camere-X7991005I?lista=2349706&listing=1
4678,2,59,0,0,1,10,1,1,1830.51,108000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/lujerului/apartament-de-vanzare-2-camere-XC7H1002P?lista=2349706&listing=1
4679,1,30,0,1,0,1,1,1,963.33,28900,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/militari/garsoniera-de-vanzare-XALQ100R4?lista=2349706&listing=1
4680,3,65,0,0,1,4,1,0,1615.38,105000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dristor/apartament-de-vanzare-3-camere-X7NU100CR?lista=2349706&listing=1
4681,2,54,0,0,1,7,0,0,990.74,53500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/giulesti/apartament-de-vanzare-2-camere-X60H0001Q?lista=2349706&listing=1
4682,1,32.07,0,0,1,3,1,0,1621.45,52000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/chisinau/garsoniera-de-vanzare-X9I6100CN?lista=2349706&listing=1
4683,2,45,1,0,0,0,0,1,1042.22,46900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/lujerului/apartament-de-vanzare-2-camere-X8NQ1000B?lista=2349706&listing=1
4684,3,60,0,1,0,2,1,0,1466.67,88000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/ferdinand/apartament-de-vanzare-3-camere-X17L10077?lista=2349706&listing=1
4685,2,40,0,1,0,1,1,0,1275,51000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pache-protopopescu/apartament-de-vanzare-2-camere-XBO310011?lista=2349706&listing=1
4686,3,95,0,0,1,4,1,1,891.06,84651,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-3-camere-XBAD00009?lista=2349706&listing=1
4687,1,40,0,0,1,6,1,0,1245,49800,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/colentina/garsoniera-de-vanzare-XAI0000F0?lista=2349706&listing=1
4688,2,87,0,0,1,6,1,1,880.46,76600,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/titan/apartament-de-vanzare-2-camere-XC790000D?lista=2349706&listing=1
4689,3,74,0,0,1,5,0,0,1202.7,89000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dristor/apartament-de-vanzare-3-camere-XC9I1000B?lista=2349706&listing=1
4690,3,75,0,1,0,1,0,0,1398.67,104900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-mai/apartament-de-vanzare-3-camere-X44Q100JP?lista=2349706&listing=1
4691,1,22,0,1,0,1,1,1,1068.18,23500,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/sud/garsoniera-de-vanzare-X76B0005S?lista=2349706&listing=1
4692,4,100,0,0,1,3,1,1,1549.99,154999,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pipera/apartament-de-vanzare-4-camere-XANO100VE?lista=2349706&listing=1
4693,3,68,0,1,0,2,1,0,1544.12,105000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tineretului/apartament-de-vanzare-3-camere-X3HJ0002B?lista=2349706&listing=1
4694,3,60,0,0,1,5,1,1,1233.33,74000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pipera/apartament-de-vanzare-3-camere-XA560003R?lista=2349706&listing=1
4695,3,72.09,0,0,1,9,1,0,1109.72,80000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/doamna-ghica/apartament-de-vanzare-3-camere-XV0K0081R?lista=2349706&listing=1
4696,4,83,0,0,1,6,0,0,1807.22,149999,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/oltenitei/apartament-de-vanzare-4-camere-X3HJ105CU?lista=2349706&listing=1
4697,2,58,0,1,0,1,1,1,948.28,55000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/prelungirea-ghencea/apartament-de-vanzare-2-camere-X83J00036?lista=2349706&listing=1
4698,1,38,1,0,0,0,1,0,1421.05,54000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/nerva-traian/garsoniera-de-vanzare-X4VL0008A?lista=2349706&listing=1
4699,2,52,0,1,0,1,1,1,1048.08,54500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X53U0006E?lista=2349706&listing=1
4700,2,50,0,0,1,4,0,0,1570,78500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dorobanti/apartament-de-vanzare-2-camere-XV0J00JNT?lista=2349706&listing=1
4701,2,59,0,1,0,1,0,0,1177.97,69500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-XC3T1000U?lista=2349706&listing=1
4702,2,55,0,1,0,1,1,0,1618.18,89000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/mosilor/apartament-de-vanzare-2-camere-XV0K00743?lista=2349706&listing=1
4703,4,101,0,1,0,1,1,1,1336.63,135000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-4-camere-XBJH0000R?lista=2349706&listing=1
4704,3,80,1,0,0,0,0,1,1037.5,83000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-3-camere-X33U1001I?lista=2349706&listing=1
4705,3,70,0,1,0,1,0,0,1495.71,104700,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/nicolae-grigorescu/apartament-de-vanzare-3-camere-XV0I00R8T?lista=2349706&listing=1
4706,4,140,0,1,0,2,0,1,5357.14,750000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/kiseleff/apartament-de-vanzare-4-camere-X5EM00009?lista=2349706&listing=1
4707,3,65,0,0,1,9,1,0,1307.69,85000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/grivita/apartament-de-vanzare-3-camere-XV0K001CF?lista=2349706&listing=1
4708,2,54.4,0,0,1,3,1,1,1084.56,59000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X53U0001J?lista=2349706&listing=1
4709,3,70.34,0,1,0,1,1,1,1064.83,74900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-3-camere-X9PU100EE?lista=2349706&listing=1
4710,3,84,0,1,0,1,1,1,1244.05,104500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aparatorii-patriei/apartament-de-vanzare-3-camere-X94J0000S?lista=2349706&listing=1
4711,3,77,0,0,1,5,1,1,2142.86,165000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-sau-de-inchiriat-3-camere-X5H0000F9?lista=2349706&listing=1
4712,2,50,0,1,0,2,0,0,2600,130000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dorobanti/apartament-de-vanzare-2-camere-X54H100HL?lista=2349706&listing=1
4713,4,112.79,0,0,1,3,1,0,3191.77,360000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/barbu-vacarescu/apartament-de-vanzare-4-camere-XASU100H4?lista=2349706&listing=1
4714,2,60,0,1,0,1,1,1,1191.67,71500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-2-camere-X53U00062?lista=2349706&listing=1
4715,4,85,0,0,1,6,0,0,1611.76,137000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tineretului/apartament-de-vanzare-4-camere-X9IT0003Q?lista=2349706&listing=1
4716,3,67,1,0,0,0,1,0,1388.06,93000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/regie/apartament-de-vanzare-3-camere-XC2O00001?lista=2349706&listing=1
4717,5,251,0,1,0,2,1,1,4183.27,1050000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/floreasca/apartament-de-vanzare-5-camere-X8LN1000B?lista=2349706&listing=1
4718,2,64,0,0,1,9,1,0,2000,128000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/alba-iulia/apartament-de-vanzare-2-camere-XAI600013?lista=2349706&listing=1
4719,2,45,0,1,0,1,0,1,977.78,44000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pantelimon/apartament-de-vanzare-2-camere-X545000A6?lista=2349706&listing=1
4720,2,50,1,0,0,0,0,1,1420,71000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/vitan-mall/apartament-de-vanzare-2-camere-XV0H009CR?lista=2349706&listing=1
4721,2,64,0,1,0,1,1,1,1476.56,94500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/stefan-cel-mare/apartament-de-vanzare-2-camere-X8MP0000O?lista=2349706&listing=1
4722,3,78,0,0,1,8,1,0,1589.74,124000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/calea-calarasilor/apartament-de-vanzare-3-camere-X8TO10010?lista=2349706&listing=1
4723,4,165,0,1,0,2,1,0,2115.15,349000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-4-camere-X7CQ1000B?lista=2349706&listing=1
4724,3,81,0,0,1,3,1,0,1543.21,125000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-3-camere-X6CJ00016?lista=2349706&listing=1
4725,3,92,0,0,1,4,0,0,3804.35,350000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dorobanti/apartament-de-vanzare-sau-de-inchiriat-3-camere-X5QB100R1?lista=2349706&listing=1
4726,3,74,0,1,0,1,1,0,2364.85,174999,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/natiunile-unite/apartament-de-vanzare-3-camere-XC7H10058?lista=2349706&listing=1
4727,3,91.73,0,0,1,3,1,1,1504.42,138000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/damaroaia/apartament-de-vanzare-3-camere-X658100CG?lista=2349706&listing=1
4728,2,84,0,1,0,1,1,1,1107.14,93000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/sisesti/apartament-de-vanzare-2-camere-XV0H00JSD?lista=2349706&listing=1
4729,4,73,0,0,1,4,0,0,1116.44,81500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/lucretiu-patrascanu/apartament-de-vanzare-4-camere-X93510013?lista=2349706&listing=1
4730,3,69.08,0,1,0,1,1,1,1333.24,92100,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-3-camere-XBS700003?lista=2349706&listing=1
4731,3,58,0,0,1,8,0,0,2034.48,118000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/cismigiu/apartament-de-vanzare-3-camere-XANO10039?lista=2349706&listing=1
4732,3,58,0,0,1,8,0,0,1310.34,76000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancului/apartament-de-vanzare-3-camere-X52S1003Q?lista=2349706&listing=1
4733,2,55.45,0,0,1,6,1,1,1003.61,55650,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-2-camere-X9LO10040?lista=2349706&listing=1
4734,2,62,0,0,1,8,1,1,2983.87,185000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-2-camere-X9V60008B?lista=2349706&listing=1
4735,2,60,1,0,0,0,1,1,1831.67,109900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/bucurestii-noi/apartament-de-vanzare-2-camere-X3HJ104RR?lista=2349706&listing=1
4736,3,85,0,0,1,3,0,0,1529.41,130000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/calea-victoriei/apartament-de-vanzare-3-camere-XV0K0051B?lista=2349706&listing=1
4737,4,178,0,1,0,2,1,0,1629.21,290000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/domenii/apartament-de-vanzare-4-camere-XC9M00006?lista=2349706&listing=1
4738,3,84,0,1,0,2,1,1,940.48,79000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/theodor-pallady/apartament-de-vanzare-3-camere-XBC00003E?lista=2349706&listing=1
4739,2,56.4,0,0,1,3,1,1,2054.96,115900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/mihai-bravu/apartament-de-vanzare-2-camere-X5L100008?lista=2349706&listing=1
4740,2,63.56,0,0,1,7,1,1,1101.32,70000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/theodor-pallady/apartament-de-vanzare-2-camere-X9PU1000T?lista=2349706&listing=1
4741,3,72,0,0,1,8,1,0,1736.11,125000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tineretului/apartament-de-vanzare-3-camere-X3HJ105EE?lista=2349706&listing=1
4742,2,63,0,0,1,4,1,1,1095.24,69000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/drumul-taberei/apartament-de-vanzare-2-camere-X6K80004I?lista=2349706&listing=1
4743,2,62,0,0,1,5,0,0,2403.23,149000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/barbu-vacarescu/apartament-de-vanzare-2-camere-X5L810005?lista=2349706&listing=1
4744,3,93,1,0,0,0,0,0,2688.17,250000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/stefan-cel-mare/apartament-de-vanzare-3-camere-X3PR1000N?lista=2349706&listing=1
4745,1,31,0,1,0,2,1,1,867.74,26900,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/militari/garsoniera-de-vanzare-XALQ1009V?lista=2349706&listing=1
4746,4,140,0,1,0,1,1,1,3571.43,500000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/calea-victoriei/apartament-de-vanzare-sau-de-inchiriat-4-camere-X0TA00008?lista=2349706&listing=1
4747,1,28,0,0,1,6,0,0,1607.14,45000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/iancului/garsoniera-de-vanzare-XAUP000AT?lista=2349706&listing=1
4748,2,45,0,1,0,2,0,0,1577.78,71000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/titan/apartament-de-vanzare-2-camere-XAE60002C?lista=2349706&listing=1
4749,1,37,0,1,0,1,1,1,1013.49,37499,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/valea-oltului/garsoniera-de-vanzare-XB2M00017?lista=2349706&listing=1
4750,3,59,0,1,0,1,0,0,1271.19,75000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-3-camere-XBUK0005O?lista=2349706&listing=1
4751,3,67,0,0,1,9,0,0,1313.28,87990,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/campia-libertatii/apartament-de-vanzare-3-camere-XC7H10003?lista=2349706&listing=1
4752,2,62,0,1,0,1,1,1,2032.26,126000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/domenii/apartament-de-vanzare-2-camere-XV0I00VU1?lista=2349706&listing=1
4753,4,128,0,0,1,5,1,0,1718.75,220000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/gradina-icoanei/apartament-de-vanzare-sau-de-inchiriat-4-camere-X71S10024?lista=2349706&listing=1
4754,1,30,0,0,1,7,1,0,1833.33,55000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/dristor/garsoniera-de-vanzare-XV0J00TNT?lista=2349706&listing=1
